Geneid	SRR16155214
NM_001357048	17
NM_144558	11
NM_011729	335
NM_207281	0
NM_028450	123
NR_040602	0
NM_009930	0
NM_007737	998
NM_028599	275
NM_016917	79
NM_001368717	97
NM_001310335	47
NM_172653	0
NM_001356416	5
NM_001356417	0
NM_019790	28
NR_045151	3
NM_138741	316
NM_001310549	0
NM_028696	0
NM_001310548	0
NM_001290982	0
NM_010863	0
NM_001161817	43
NM_001308266	2
NM_011487	2
NM_009283	0
NM_001205314	0
NM_001357627	0
NM_001205313	0
NM_001081081	171
NM_001113383	117
NM_008667	193
NM_001142647	0
NR_024590	0
NM_001357464	0
NM_133829	0
NM_178081	5
NM_008384	152
NM_146108	247
NM_001368281	2
NM_144953	8
NM_001368280	0
NM_001368277	0
NM_001368279	0
NM_001368278	8
NM_001368274	0
NM_001368276	0
NM_010834	696
NM_027070	0
NM_001368200	0
NM_153556	44
NM_145517	56
NR_104361	0
NR_151661	0
NR_104360	0
NM_001285839	0
NM_133728	182
NM_001290984	0
NM_001353501	0
NM_001252070	35
NM_133810	345
NM_001001883	188
NM_172655	7
NR_106149	0
NM_030025	76
NM_001033194	430
NM_001163314	2746
NM_001081433	290
NM_031179	96
NM_026424	0
NM_001039710	6
NM_001356512	1
NM_010477	4
NM_008303	766
NM_001310585	0
NM_025283	1
NM_001356287	0
NM_001356288	0
NM_028713	0
NR_166489	0
NR_166488	0
NR_166487	0
NM_175439	51
NM_001114663	1092
NR_037965	0
NM_139146	108
NM_001358581	0
NM_001358580	0
NR_024325	12
NR_024326	0
NM_028546	58
NM_001037742	0
NM_001302963	0
NM_001302964	0
NM_001302962	1
NM_001081181	121
NM_144882	0
NM_001368787	0
NM_001164566	6
NM_001159865	0
NR_027630	7
NM_001159864	0
NM_001177867	0
NM_199007	2
NM_009676	0
NM_023617	256
NM_025824	915
NM_001042634	0
NR_027853	0
NR_027854	220
NM_001285826	11
NM_001285827	0
NM_027351	0
NM_027374	3
NM_022988	141
NM_008765	0
NM_001025378	0
NM_001271526	0
NM_001310599	4
NM_172513	0
NM_001310598	0
NM_025597	9
NR_045007	64
NM_001347056	0
NM_175370	0
NM_001293804	0
NR_149258	0
NR_149257	0
NR_149256	0
NM_001289704	0
NR_149255	0
NM_009805	0
NM_001355056	0
NM_207653	0
NM_001293805	0
NM_009812	0
NM_001080126	0
NM_001277926	3
NM_172406	922
NR_151686	0
NM_172656	4
NM_026600	48
NM_175200	9
NM_001037812	1
NM_001033449	4
NM_001361413	0
NM_145143	0
NM_001164682	0
NM_028717	0
NM_001159948	4
NM_146109	0
NM_001033373	0
NM_001356389	0
NM_008057	1
NM_001013771	1
NM_001357842	1
NM_009460	550
NM_018868	346
NR_028554	3
NR_028521	0
NM_007561	0
NM_001037725	479
NM_027407	0
NM_001357296	0
NM_001316694	0
NM_001316695	0
NM_021312	17
NM_001199061	0
NM_001199060	15
NM_139150	0
NM_001285463	8
NR_104344	0
NM_001285473	0
NM_173444	1229
NM_030013	10
NM_001313721	0
NM_198127	0
NM_001198571	0
NM_001198570	15
NM_001045513	130
NM_007642	29
NM_001281976	0
NM_009843	0
NM_001081050	205
NR_151537	0
NM_010939	0
NM_001077407	0
NM_001077406	0
NM_001077405	0
NM_001077404	0
NM_001077403	0
NR_040601	2
NM_001114609	0
NM_001081436	0
NR_045915	17
NR_045914	11
NM_001160040	0
NM_145518	0
NM_001160038	0
NM_001160039	0
NM_018796	2349
NR_028558	2
NM_146250	0
NM_001357045	0
NM_001285937	0
NM_001285936	0
NM_001267872	0
NM_028673	0
NM_011780	990
NM_172422	188
NM_033563	8
NR_105864	0
NM_133828	0
NM_001037726	0
NM_009952	0
NM_025964	14
NM_001368283	0
NM_001368284	0
NM_001097644	57
NM_001042659	0
NM_022721	0
NM_001039493	233
NR_165472	0
NM_001310617	0
NM_027582	3
NM_007777	2
NM_007776	0
NM_007775	0
NM_001082573	0
NM_144761	0
NM_007774	0
NM_001285882	2
NM_175293	0
NM_001285881	0
NM_001111320	4
NM_010497	0
NM_001310624	0
NM_011086	0
NM_008632	0
NM_001039934	0
NM_001310634	19
NM_001310644	0
NM_025683	0
NM_001310642	0
NM_001310643	0
NM_177645	0
NM_001122738	3
NM_001368830	0
NM_001357156	0
NM_001357157	6
NM_007381	3
NM_001113387	0
NM_021285	2
NM_001190985	0
NM_021295	0
NM_001190984	0
NM_001080809	302
NM_010154	35
NM_011770	13
NM_001271533	0
NM_029160	0
NM_025728	0
NM_007525	28
NM_026195	195
NM_001276410	0
NM_001276413	0
NM_001276411	0
NM_001276408	0
NM_001276412	0
NM_001276409	0
NM_010233	0
NR_027659	0
NR_027658	0
NM_001005423	0
NM_001357488	43
NR_155355	51
NM_023523	15
NM_001356516	0
NM_001357519	0
NM_009533	0
NM_001357520	0
NM_001045533	0
NM_018817	237
NM_001347063	0
NM_176980	0
NM_009084	0
NM_008342	44
NM_001310659	0
NM_010518	0
NM_009407	267
NR_038001	0
NR_038002	31
NR_045311	6
NR_105769	0
NM_001289895	0
NM_027884	0
NM_001170641	0
NM_001034060	0
NM_009909	0
NM_029711	0
NM_001357387	0
NM_001190444	0
NM_146110	0
NR_168296	4
NM_025580	80
NM_001039509	0
NM_019999	0
NM_027154	1
NM_013612	0
NM_153088	891
NR_029743	0
NM_009509	0
NM_176972	2
NM_001310662	35
NM_021383	287
NM_001081456	4
NM_148937	4
NM_029888	0
NM_001310668	25
NM_025784	2
NM_001305652	0
NM_021313	0
NM_001305230	0
NM_175031	62
NM_001014974	294
NM_024264	71
NM_153744	175
NM_009526	41
NM_001039495	86
NM_029342	34
NM_001356264	9
NM_026977	0
NM_170755	0
NM_001305231	0
NM_001305232	0
NM_001159905	0
NM_001159906	0
NM_026846	0
NM_023732	93
NM_001288613	0
NM_001003917	0
NM_001288612	0
NR_109938	0
NR_051999	0
NM_001267620	0
NR_051998	0
NM_026187	0
NM_029010	108
NR_102731	0
NM_001277992	0
NM_011494	0
NM_001313724	4
NM_001313723	0
NM_009447	0
NM_001159883	62
NM_020266	0
NM_001159884	0
NM_178055	0
NM_001159885	12
NM_001110831	8
NM_016878	14
NM_010043	7863
NR_037976	4
NM_007463	23
NM_001085371	52
NM_001085370	0
NM_001173477	14
NM_001357170	0
NM_133708	0
NM_001357169	0
NM_001357171	0
NM_183022	33
NM_001001566	0
NM_001001565	3
NM_178884	108
NM_001310679	23
NM_010564	5
NM_001329843	25
NM_027886	92
NM_009208	0
NM_001357149	0
NM_001357150	0
NM_007936	106
NR_105770	0
NM_001004173	9
NM_001278075	4
NR_102758	0
NR_102757	0
NM_011811	0
NM_026713	22
NM_001001981	0
NM_001136222	0
NM_001033606	0
NM_028817	0
NM_001136226	4
NR_151519	0
NM_021342	112
NM_183027	14
NM_001111279	102
NM_027057	0
NM_001081210	98
NM_009255	2
NM_016716	0
NM_001313728	15
NR_040460	1
NM_175291	13
NM_001285927	0
NM_010570	396
NM_029777	2
NM_001122685	4
NM_007735	707
NM_007734	311
NM_001310699	0
NM_001310695	0
NM_001310697	0
NM_029409	0
NM_001372414	0
NM_001372411	0
NM_001372409	0
NM_001372408	0
NM_001372412	0
NM_001372413	0
NM_001372407	0
NM_001372405	0
NM_001372406	0
NM_001368252	0
NM_025453	0
NR_169188	0
NM_001310713	0
NM_001347077	3
NM_001368850	0
NM_010472	0
NM_030556	32
NM_172430	0
NM_001356547	0
NM_001003948	551
NR_105771	9
NM_152915	35
NR_039588	0
NM_133975	85
NM_025386	208
NM_027921	2
NR_165476	0
NM_213615	0
NR_163968	1
NM_001378696	0
NM_001378664	2
NM_001013817	36
NM_001081746	0
NM_001313714	97
NM_001313713	0
NM_001313712	0
NM_013673	0
NM_001372231	0
NM_001372232	0
NM_001037909	0
NM_175219	0
NM_001378663	1
NM_030194	0
NM_175397	0
NM_177055	1
NM_133781	0
NM_001355046	0
NM_001355047	40
NM_022417	1461
NM_027029	0
NM_001379365	0
NM_028647	0
NM_001122732	0
NM_027300	0
NM_027357	1253
NM_008311	0
NM_001310702	0
NM_027456	1
NM_030184	0
NR_151592	2
NM_145222	98
NM_010880	1058
NR_028478	7
NR_106184	13
NR_002851	3
NR_015507	23
NR_153833	0
NM_001360831	0
NM_008972	0
NM_001360830	2
NR_153834	0
NM_001360816	0
NM_001360817	0
NM_008801	0
NM_001360887	0
NM_001360888	0
NM_172974	0
NM_001172157	0
NM_153530	0
NM_007433	0
NM_001347083	9
NM_001039170	0
NM_023314	0
NM_001039169	47
NM_028889	5
NR_151447	0
NM_146112	0
NM_001110212	0
NM_001110227	5
NM_001356490	0
NM_028473	0
NM_019867	24
NM_001111314	21
NM_001160164	0
NM_001160163	2
NM_001160165	12
NM_015750	0
NM_010566	0
NM_001110192	0
NR_122078	0
NM_001110193	0
NM_001205391	0
NM_001205392	0
NM_029846	0
NR_028519	34
NM_009118	22
NM_177646	0
NR_136921	0
NM_001198573	39
NM_001033291	0
NM_201641	0
NM_201644	0
NM_001378375	9
NM_201642	0
NM_201410	0
NM_145079	0
NM_201643	79
NM_013701	43
NM_201645	49
NM_008299	101
NM_001281466	72
NM_198652	99
NR_040291	0
NM_029269	5
NM_008132	91
NR_037971	46
NM_177305	868
NM_133816	27
NM_001037136	0
NM_178119	0
NR_015540	4
NM_139152	6
NR_149309	0
NM_001355134	0
NM_007722	0
NM_001271607	10
NM_133805	321
NM_001243009	0
NM_001243008	52
NM_053015	711
NM_001159725	71
NM_008998	0
NM_001111312	0
NM_001310732	0
NM_001111311	11
NM_008515	0
NM_178401	0
NM_016894	366
NM_001168392	13
NR_149825	0
NM_001355763	0
NM_026454	0
NM_001355762	0
NM_001355761	0
NM_001355764	5
NM_016717	81
NM_027551	33
NM_173395	2
NM_001355152	58
NM_023343	0
NM_019479	0
NM_001360899	0
NM_001360900	0
NM_011066	996
NM_028718	69
NM_001039126	10
NM_023046	1
NM_007855	67
NM_207225	288
NM_024197	1017
NR_105865	3
NM_001163425	0
NR_028108	2
NM_016696	532
NR_166170	0
NR_029559	0
NM_172850	0
NM_001347091	0
NM_175118	60
NR_138577	10
NR_138578	0
NM_181405	0
NR_015525	2
NM_011796	228
NM_001104529	0
NM_001271766	0
NM_022320	3
NM_001294150	0
NM_001110315	0
NM_008440	0
NM_001294149	0
NM_001368847	0
NM_016702	13
NM_001310428	33
NM_172463	0
NR_105866	0
NM_001310756	0
NM_178051	15
NM_023200	295
NR_105867	2
NR_105763	0
NM_001301364	12
NM_133808	3
NM_001357556	0
NM_010891	0
NM_001159717	0
NM_001159718	0
NM_001159719	0
NM_145519	332
NM_021537	172
NM_016778	90
NM_025920	160
NM_001310761	0
NM_001368266	0
NM_174874	0
NM_001105667	0
NM_023136	8
NM_025454	202
NM_178882	0
NM_001310767	0
NR_165836	0
NM_199366	3
NM_001205249	0
NM_008798	0
NM_026321	20
NM_009183	31
NM_001159745	2
NR_003027_3	1
NM_172658	37
NR_131964	60
NM_001355071	0
NM_001355072	17
NM_001355074	0
NM_133825	0
NM_001355073	0
NM_173760	164
NM_026250	6
NM_001310773	0
NM_001357127	0
NM_013626	0
NR_037993	14
NM_001164233	0
NM_027584	0
NR_166494	0
NM_172851	10
NM_001160368	0
NM_178779	3
NR_151540	0
NR_151539	0
NR_151538	0
NM_013784	343
NM_029349	0
NM_173187	0
NM_009399	73
NR_151625	0
NM_001122675	28
NM_001122676	0
NM_133821	311
NM_009741	262
NM_177410	13
NR_106164	0
NM_027534	417
NM_001316750	0
NM_009190	426
NM_001360854	0
NM_009257	0
NM_001360853	0
NM_027971	0
NM_001199213	0
NM_001160307	0
NM_198028	0
NM_011459	97
NM_001159748	0
NR_102306	0
NR_102307	18
NM_001081386	0
NM_001356415	3
NM_001081316	2
NM_001077425	0
NM_001371013	0
NM_011650	95
NR_153836	1
NM_026472	344
NM_001293301	0
NM_029709	0
NM_001359340	0
NM_001359346	0
NM_001359341	0
NM_001359342	0
NM_001359343	0
NM_001359338	0
NM_001359339	0
NM_001359345	0
NM_001359334	0
NM_001359330	0
NM_001359335	0
NM_001359336	0
NM_001359337	0
NM_001359347	0
NM_001359331	0
NM_001293300	0
NM_001359329	0
NM_001359328	0
NR_027901	14
NM_023755	406
NM_001081125	331
NR_105764	0
NM_008381	136
NM_022327	19
NM_146103	0
NM_145506	116
NM_001113416	6
NM_019933	311
NM_175106	61
NM_001311077	0
NM_001012322	0
NM_019432	56
NM_007830	0
NM_001037999	17
NM_028439	0
NM_001172074	9
NM_001379355	0
NM_133186	0
NM_001379354	0
NM_001085409	0
NM_010766	5
NM_010133	0
NM_001271532	0
NM_001271531	0
NM_001357251	0
NM_178082	0
NM_133748	0
NM_001025156	0
NM_029955	0
NM_025860	308
NM_199021	0
NM_023735	0
NM_001205386	0
NM_001205385	0
NM_001356294	3
NM_028787	40
NM_027677	119
NM_001311090	0
NM_001311089	0
NM_145100	6
NM_176957	0
NM_172484	7
NM_001081756	0
NM_145128	62
NM_028135	7
NR_168316	2
NM_001033041	0
NR_045298	6
NM_028399	0
NM_178690	64
NM_027678	0
NM_001357573	1
NM_001285945	0
NM_009081	80
NM_181750	0
NM_001357482	0
NR_029543	0
NM_026390	0
NM_001356529	0
NM_001313695	7
NM_008567	0
NM_177445	458
NM_145507	7
NM_001356509	0
NM_009911	0
NM_172485	9
NM_001317361	0
NM_007827	1
NM_010016	117
NR_151525	5
NM_007576	39
NR_028304	9
NM_001368843	3
NR_027859	0
NM_001162415	8
NM_008825	487
NM_001162416	0
NM_178691	270
NM_177604	49
NR_168728	27
NM_011082	165
NM_010548	1
NM_008551	493
NM_145508	46
NM_001136070	10
NM_010709	28
NM_001311094	0
NM_018750	0
NM_001313731	0
NM_019777	9
NM_001081011	19
NM_175382	7
NM_007799	37
NM_145509	4
NM_001311096	0
NM_178079	32
NM_001357478	0
NM_173865	28
NM_144875	0
NM_001145804	0
NM_175294	0
NM_001177628	0
NM_145977	6
NM_007923	0
NM_001376957	0
NM_001376959	0
NM_001376958	0
NM_001376954	0
NM_001376955	0
NM_001376956	15
NM_172510	0
NM_001114662	17
NM_008795	57
NM_001195025	0
NM_028778	0
NM_001311108	2
NM_178874	48
NM_001311107	4
NM_172516	495
NR_165177	24
NM_172517	0
NM_001357486	0
NM_001357487	0
NM_029025	37
NM_001160318	0
NM_001160316	0
NM_001160317	0
NM_182716	1
NR_045892	0
NM_010732	65
NR_126506	0
NM_001302801	0
NM_001302803	0
NM_001302802	0
NM_001302804	0
NM_008575	0
NM_001099276	404
NM_133819	501
NM_001160268	0
NM_182930	88
NR_037984	10
NM_026680	136
NM_031193	0
NM_031192	0
NM_175443	70
NM_011439	225
NM_009227	86
NM_001357228	0
NM_144530	0
NM_001276767	0
NM_001166552	0
NM_172842	0
NM_001159649	0
NM_213616	0
NM_001167949	0
NR_105868	0
NM_001160421	0
NM_054076	0
NM_001160420	0
NM_001160422	0
NM_054077	0
NM_021355	1410
NM_007570	7
NM_001284524	0
NM_001284525	0
NM_027979	0
NM_001374626	0
NM_007695	0
NM_001357515	0
NM_016749	0
NM_001008533	18
NM_001291930	0
NM_001291928	0
NM_001039510	0
NM_001282945	0
NM_001374777	0
NM_001144855	4
NR_151737	12
NM_001042485	0
NM_020588	0
NR_149307	0
NM_001355133	0
NM_028057	0
NM_028320	54
NM_001306069	39
NM_001311136	8
NM_153128	0
NM_145510	119
NM_001145300	0
NM_001291015	0
NM_152895	834
NM_009307	2
NM_001355726	8
NM_001368829	0
NM_001368827	0
NM_001081307	0
NR_015606	0
NR_162775	4
NR_153383	0
NM_007955	0
NM_177081	0
NM_001356382	0
NM_026823	441
NM_007921	0
NM_001163131	0
NM_001159624	0
NM_145417	0
NM_011590	0
NM_001360857	1
NM_001360858	0
NM_053106	824
NM_175259	41
NM_001357575	0
NR_151727	2
NM_001357576	0
NM_001357578	0
NM_001357577	0
NM_153774	0
NM_173437	0
NR_049188	0
NR_151586	0
NM_001360782	0
NR_153810	0
NM_007791	0
NM_013750	773
NM_021467	0
NM_001112702	0
NM_133664	131
NM_001130174	0
NM_011619	0
NM_001130180	0
NM_001130181	0
NM_001130177	0
NM_001130175	0
NM_001130179	0
NM_001130178	0
NM_001130176	0
NM_177642	32
NM_001160145	0
NM_025439	0
NM_001160146	4
NM_014193	0
NM_001081023	0
NM_001039472	0
NR_153829	2
NM_028872	422
NM_001347110	0
NM_001347109	0
NR_024328	11
NM_026500	141
NM_001160251	0
NM_177643	0
NR_045324	0
NR_045325	0
NR_037986	3
NM_001159769	0
NM_030676	1
NM_001268286	0
NM_011210	0
NM_001111316	0
NM_177397	221
NM_001311148	0
NM_021605	92
NM_001081226	87
NM_001166501	33
NM_181347	3
NR_108103	23
NM_172643	352
NM_009791	43
NM_031164	8
NM_001374102	0
NM_001374101	0
NM_001160304	0
NM_001160303	0
NM_001029977	0
NM_001025575	8
NM_009888	0
NM_001081027	148
NR_040604	0
NM_145991	256
NM_020025	821
NM_001038593	0
NM_001038592	0
NM_023505	0
NM_001038594	0
NM_013835	370
NM_019562	0
NM_001159866	0
NM_009061	1804
NM_015811	10
NM_022881	15
NM_001305632	0
NM_008869	46
NR_015466	70
NM_011198	5553
NR_110420	15
NM_001357579	0
NM_145511	0
NM_001077237	0
NM_133780	8
NM_001110146	0
NM_021400	3
NM_001024720	477
NR_038011	0
NM_001372355	0
NM_001359262	0
NM_001359263	0
NM_001039511	248
NM_001039512	0
NM_054102	0
NM_025819	273
NM_001357569	0
NM_001357570	0
NM_026876	0
NR_106150	2
NM_011277	0
NM_001360845	10
NM_001360847	11
NM_001360844	28
NM_022018	816
NR_151475	0
NR_151474	0
NR_151473	0
NM_001039644	0
NM_001311165	0
NM_001311166	0
NM_197990	481
NM_025677	83
NM_177756	28
NM_001346119	0
NM_016846	0
NM_001346118	0
NM_001346117	0
NM_001081197	6
NM_026369	696
NM_010877	54
NM_001005507	0
NM_001160256	0
NM_001359257	2
NM_001160257	0
NM_008485	124
NM_010683	1
NR_033736	14
NM_001033162	45
NM_007842	55
NM_028749	96
NM_011267	45
NM_011882	10
NM_001243223	0
NM_001368270	0
NR_106194	0
NM_008131	0
NR_168298	92
NR_168301	17
NR_168299	0
NR_168300	0
NM_001204908	0
NR_166709	8
NM_009782	132
NM_010500	84
NM_008209	5
NM_001355063	0
NM_001355062	0
NM_021433	110
NM_001370865	81
NM_011273	645
NM_026683	10
NM_001145781	1
NM_028250	48
NM_001024945	51
NM_023268	0
NM_001039184	1122
NM_144791	0
NM_001160018	0
NM_001160019	24
NM_172843	0
NM_001160180	0
NM_001160182	0
NM_001358627	0
NM_001358626	0
NM_022329	0
NM_001160181	0
NM_001346967	54
NM_009230	453
NM_009595	2
NM_001136104	0
NM_023141	2
NM_145413	627
NM_001159967	0
NM_001159968	0
NM_001159966	0
NM_001159965	0
NM_001357391	0
NM_023884	0
NM_001357392	0
NM_028333	80
NM_001374637	0
NM_001305061	0
NM_001305059	0
NM_028540	0
NM_001305063	0
NM_001305062	0
NM_177644	176
NR_027984	28
NM_001356419	0
NM_001356418	0
NM_001033284	24
NR_151610	0
NM_033354	0
NR_027641	0
NM_001159986	0
NM_001085376	69
NM_011931	0
NM_001360878	0
NR_144489	9
NR_028518	5
NR_039543	0
NM_001162896	0
NR_028111	87
NR_038030	0
NR_038031	0
NM_177839	0
NM_025474	0
NM_001347121	4
NM_009786	25
NM_001038621	190
NM_013862	44
NR_035448	1
NM_001146330	0
NM_001368668	0
NM_001024952	1542
NM_001379302	0
NM_080844	0
NR_151479	0
NR_151478	0
NM_001356489	0
NM_173424	0
NR_166052	4
NR_153812	27
NR_153813	0
NR_166051	0
NR_166050	0
NR_153815	0
NR_166055	0
NR_153814	0
NR_028543	1
NM_172644	104
NM_001159930	0
NR_131030	0
NR_131028	0
NR_131029	0
NM_001039482	238
NR_130150	0
NM_007453	0
NM_001303408	20
NM_001205243	0
NM_010177	0
NM_001357401	0
NM_001357402	0
NM_172645	0
NR_151683	0
NR_151684	0
NM_001204905	0
NM_001204904	0
NM_026078	0
NM_001039045	0
NM_172646	0
NM_001038619	0
NR_040562	1
NR_002870	34
NR_029810	0
NR_029796	0
NM_144877	46
NM_001356527	0
NM_001356526	0
NM_016796	0
NM_001347125	0
NM_010865	485
NM_001177581	0
NM_001081290	0
NM_010231	11
NM_001330291	0
NM_001330318	24
NM_018881	0
NM_001360913	0
NM_001360914	0
NM_008030	115
NM_030071	5
NM_175686	4
NM_011127	0
NM_001025570	84
NM_178883	0
NM_001313738	0
NR_132627	3
NM_001305643	0
NM_010629	1
NM_001286002	0
NM_001286003	0
NM_001357426	0
NM_028776	0
NM_001357049	5
NM_201364	0
NM_001355132	0
NM_027279	0
NM_001164059	0
NM_011346	0
NM_011347	31
NR_037987	6
NM_007976	362
NR_162776	0
NM_001276455	0
NM_054087	2
NM_029115	221
NM_001357052	3
NM_001160209	0
NM_001160208	0
NM_025505	0
NM_178071	0
NM_138314	0
NM_001293313	0
NM_009721	833
NR_168343	0
NR_168342	0
NM_019759	1651
NR_040303	11
NM_008510	6
NR_151711	0
NM_145512	0
NR_151712	0
NM_145513	11
NM_001357410	0
NM_001357411	9
NM_001310429	0
NM_001081126	0
NM_001310430	0
NM_028759	0
NM_027430	881
NM_001357427	0
NM_173029	0
NM_001347128	0
NM_001001880	0
NM_001083897	40
NM_178593	0
NM_001038846	0
NM_011804	0
NR_149310	0
NM_031162	0
NM_001113391	3
NM_001113392	0
NR_103716	0
NM_001113393	0
NM_198933	0
NM_198932	0
NM_011137	0
NM_198934	0
NM_001368808	2
NM_001160049	0
NM_001033344	0
NM_175296	112
NM_001357429	0
NM_001357431	0
NM_001357428	0
NM_001357432	0
NM_001357430	0
NM_001164528	0
NM_030245	157
NM_001142948	0
NM_175170	18
NM_001160262	5
NM_001160261	0
NM_175461	0
NM_030724	121
NM_001039483	534
NM_019993	362
NM_025569	638
NM_009107	0
NM_001159731	3
NM_033652	0
NM_008783	10
NM_183355	19
NM_001291509	0
NM_001291508	0
NM_001313705	0
NM_009063	665
NM_009062	70
NM_010476	141
NR_040438	8
NM_022563	0
NM_001305046	0
